filename	content_locations	use_xml	location_sentences	clean_content_loc	geocode_lat	geocode_lon	geocode_str	geocode_type
RAMADHANI, PULLANAGARI et al. - AUTOMATIC MAPPING OF RICE GROWTH	West Java Province	True	East Area is located on West Java Province consists of four regencies, including Bojonegoro (78,677 ha), Lamongan (87,336 ha), Jombang (48,704 ha), and Nganjuk (42,918 ha), totalling an area size	West Java Province	-7.090910999999999	107.668887	West Java, Indonesia	APPROXIMATE
RAMAN, KALIAPERUMAL et al. - RICE AREA ESTIMATION USING PARAMETERIZED	Tiruvarur	True	Tiruvarur district is one of the 32 districts in the Tamil Nadu state of India.	Tiruvarur	10.7667768	79.6348206	Thiruvarur, Tamil Nadu, India	APPROXIMATE
RAMAN, KALIAPERUMAL et al. - RICE AREA ESTIMATION USING PARAMETERIZED	Tamil Nadu state of India	True	Tiruvarur district is one of the 32 districts in the Tamil Nadu state of India.	Tamil Nadu state of India	11.1271225	78.6568942	Tamil Nadu, India	APPROXIMATE
RAMAN, KALIAPERUMAL et al. - RICE AREA ESTIMATION USING PARAMETERIZED	Nagapattinam	True	It lies between Nagapattinam district on the east and Thanjavur District on the west, and is bounded by the Palk Strait on the south (Fig.	Nagapattinam	10.7662359	79.7848422	Nagapattinam, Tamil Nadu, India	APPROXIMATE
RAMAN, KALIAPERUMAL et al. - RICE AREA ESTIMATION USING PARAMETERIZED	Thanjavur District	True	It lies between Nagapattinam district on the east and Thanjavur District on the west, and is bounded by the Palk Strait on the south (Fig.	Thanjavur District	10.6590488	79.24511489999999	Thanjavur, Tamil Nadu, India	APPROXIMATE
RAO, ZHOU et al. - USING SENTINEL1 SENTINEL2 AND PLANET	Vaishali	True	Our study area covered a 20 km 20 km region in the Vaishali and Samastipur districts of Bihar in India (Figure 1), for which crop type information from 385 farms across 30 villages was collected during the winter growing season of 2016–2017.	Vaishali	25.6838206	85.35496499999999	Vaishali, Bihar, India	APPROXIMATE
RAO, ZHOU et al. - USING SENTINEL1 SENTINEL2 AND PLANET	Samastipur	True	Our study area covered a 20 km 20 km region in the Vaishali and Samastipur districts of Bihar in India (Figure 1), for which crop type information from 385 farms across 30 villages was collected during the winter growing season of 2016–2017.	Samastipur	25.7470658	85.8895551	Samastipur, Bihar, India	APPROXIMATE
RAO, ZHOU et al. - USING SENTINEL1 SENTINEL2 AND PLANET	Bihar in India (	True	Our study area covered a 20 km 20 km region in the Vaishali and Samastipur districts of Bihar in India (Figure 1), for which crop type information from 385 farms across 30 villages was collected during the winter growing season of 2016–2017.	Bihar in India	25.0960742	85.31311939999999	Bihar, India	APPROXIMATE
RASID, PRASHNANI et al. - CROP DAMAGE ASSESSMENT IN FLOOD	Morigaon	True	"Morigaon district of Assam extents from 26° 15' 36"" North Latitude to 92° 15' 46.8"" East Longitude stretching across fertile alluvial plains, forest and grass/ grazing lands, wetlands, water bodies and wetlands."	Morigaon	26.2599654	92.2630393	Morigaon, Assam, India	APPROXIMATE
RASID, PRASHNANI et al. - CROP DAMAGE ASSESSMENT IN FLOOD	Assam	True	"Morigaon district of Assam extents from 26° 15' 36"" North Latitude to 92° 15' 46.8"" East Longitude stretching across fertile alluvial plains, forest and grass/ grazing lands, wetlands, water bodies and wetlands."	Assam	26.2006043	92.9375739	Assam, India	APPROXIMATE
RUDIYANTO, MINASNY et al. - AUTOMATED NEARREALTIME MAPPING AND MONITORING	West Java,	True	          Study site 1 covers an area of 752,517 ha across four northern districts of West Java, Indonesia—the Indramayu, Subang, Karawang, and Bekasi districts (5.91 –6.85 S and 106.97 –108.54 E) (Figure 1).	West Java	-7.090910999999999	107.668887	West Java, Indonesia	APPROXIMATE
RUDIYANTO, MINASNY et al. - AUTOMATED NEARREALTIME MAPPING AND MONITORING	Subang, Karawang,	True	          Study site 1 covers an area of 752,517 ha across four northern districts of West Java, Indonesia—the Indramayu, Subang, Karawang, and Bekasi districts (5.91 –6.85 S and 106.97 –108.54 E) (Figure 1).	Subang, Karawang	-6.3015658	107.2966525	West Karawang, Karawang Regency, West Java, Indonesia	APPROXIMATE
RUDIYANTO, MINASNY et al. - AUTOMATED NEARREALTIME MAPPING AND MONITORING	Bekasi	True	          Study site 1 covers an area of 752,517 ha across four northern districts of West Java, Indonesia—the Indramayu, Subang, Karawang, and Bekasi districts (5.91 –6.85 S and 106.97 –108.54 E) (Figure 1).	Bekasi	-6.273375799999999	106.9830865	Bekasi City, West Java, Indonesia	APPROXIMATE
RUDIYANTO, MINASNY et al. - AUTOMATED NEARREALTIME MAPPING AND MONITORING	Indonesia	True	          Study site 1 covers an area of 752,517 ha across four northern districts of West Java, Indonesia—the Indramayu, Subang, Karawang, and Bekasi districts (5.91 –6.85 S and 106.97 –108.54 E) (Figure 1).	Indonesia	-0.789275	113.921327	Indonesia	APPROXIMATE
RUDIYANTO, MINASNY et al. - AUTOMATED NEARREALTIME MAPPING AND MONITORING	Malaysia,	True	          Study site 2, in Malaysia, crosses the Kedah and Perlis states (5.08 –6.72 S and 99.64 –101.13 E) and covers about 1,024,800 ha (Figure 1).	Malaysia	4.210484	101.975766	Malaysia	APPROXIMATE
RUDIYANTO, MINASNY et al. - AUTOMATED NEARREALTIME MAPPING AND MONITORING	Kedah	True	          Study site 2, in Malaysia, crosses the Kedah and Perlis states (5.08 –6.72 S and 99.64 –101.13 E) and covers about 1,024,800 ha (Figure 1).	Kedah	6.1183964	100.3684595	Kedah, Malaysia	APPROXIMATE
RUDIYANTO, MINASNY et al. - AUTOMATED NEARREALTIME MAPPING AND MONITORING	Padang Terap River	True	Rice fields are mostly located in the floodplain of the Padang Terap River with elevation ranging from sea level up to about 15 m a.s.l.	Padang Terap River	6.2567642	100.6110339	Padang Terap District, Kedah, Malaysia	APPROXIMATE
RUDIYANTO, MINASNY et al. - AUTOMATED NEARREALTIME MAPPING AND MONITORING	Langkawi Island	True	Small areas of rice fields are also found in Langkawi Island which is a part of Kedah state.	Langkawi Island	6.378194	99.79017809999999	Langkawi Island, Kedah, Malaysia	APPROXIMATE
SAADAT, HASANLOU et al. - RICE CROP MAPPING USING SENTINEL1	Iran,	True	In Iran, different vareties of rice are cultivated, which they are specifically cultivated in Iran and has a high demand among Iranian consumers whose main priority is Iranian rice to consume.	Iran	32.427908	53.688046	Iran	APPROXIMATE
SAADAT, HASANLOU et al. - RICE CROP MAPPING USING SENTINEL1	Asia (in the Middle East)	True	Iran is a large country in the southwest of Asia (in the Middle East) with an estimated area of 1,648,195 km2, and historical records have shown that since the firstcentury of A.C. rice has been cultivated in Iran, and now Iran is a medium rice producer.	Asia (in the Middle East	29.2985278	42.5509603	Middle East	APPROXIMATE
SAADAT, HASANLOU et al. - RICE CROP MAPPING USING SENTINEL1	Gilan	True	Only 3% of the annual cultivated areas in Iran are rice-cultivated paddies and about 70% of the rice cultivation area is located in the northern provinces of Gilan and Mazandaran, which are located near the Caspian Sea.	Gilan	37.1171617	49.5279996	Gilan Province, Iran	APPROXIMATE
SAADAT, HASANLOU et al. - RICE CROP MAPPING USING SENTINEL1	Mazandaran,	True	Only 3% of the annual cultivated areas in Iran are rice-cultivated paddies and about 70% of the rice cultivation area is located in the northern provinces of Gilan and Mazandaran, which are located near the Caspian Sea.	Mazandaran	36.3993691	52.1912307	Mazandaran Province, Iran	APPROXIMATE
SAADAT, HASANLOU et al. - RICE CROP MAPPING USING SENTINEL1	Caspian Sea	True	Only 3% of the annual cultivated areas in Iran are rice-cultivated paddies and about 70% of the rice cultivation area is located in the northern provinces of Gilan and Mazandaran, which are located near the Caspian Sea.	Caspian Sea	41.934977	50.66894500000001	Caspian Sea	APPROXIMATE
SAHU, HALDAR et al. - CLASSIFICATION OF ORCHARD CROP USING	Saharanpur	True	Saharanpur is the upper most district of Uttar Pradesh separated from Dehradun district of Uttarakhand and surrounded by Shivalik hills in the north east parts.	Saharanpur	29.9680035	77.55520659999999	Saharanpur, Uttar Pradesh, India	APPROXIMATE
SAHU, HALDAR et al. - CLASSIFICATION OF ORCHARD CROP USING	Uttar Pradesh	True	Saharanpur is the upper most district of Uttar Pradesh separated from Dehradun district of Uttarakhand and surrounded by Shivalik hills in the north east parts.	Uttar Pradesh	26.8467088	80.9461592	Uttar Pradesh, India	APPROXIMATE
SAHU, HALDAR et al. - CLASSIFICATION OF ORCHARD CROP USING	Dehradun	True	Saharanpur is the upper most district of Uttar Pradesh separated from Dehradun district of Uttarakhand and surrounded by Shivalik hills in the north east parts.	Dehradun	30.3164945	78.03219179999999	Dehradun, Uttarakhand, India	APPROXIMATE
SAHU, HALDAR et al. - CLASSIFICATION OF ORCHARD CROP USING	Uttarakhand	True	Saharanpur is the upper most district of Uttar Pradesh separated from Dehradun district of Uttarakhand and surrounded by Shivalik hills in the north east parts.	Uttarakhand	30.066753	79.01929969999999	Uttarakhand, India	APPROXIMATE
SAHU, HALDAR et al. - CLASSIFICATION OF ORCHARD CROP USING	Yamuna	True	The river Yamuna forms its boundary in the west, which separates it from Karnal and Yamunanagar districts of Haryana.	Yamuna	28.04303824942533	79.47221735962242	Yamuna River	APPROXIMATE
SAHU, HALDAR et al. - CLASSIFICATION OF ORCHARD CROP USING	Yamunanagar	True	The river Yamuna forms its boundary in the west, which separates it from Karnal and Yamunanagar districts of Haryana.	Yamunanagar	30.1820888	77.2864879	Yamuna Nagar, Haryana, India	APPROXIMATE
SAHU, HALDAR et al. - CLASSIFICATION OF ORCHARD CROP USING	Haryana	True	The river Yamuna forms its boundary in the west, which separates it from Karnal and Yamunanagar districts of Haryana.	Haryana	29.0587757	76.085601	Haryana, India	APPROXIMATE
SANTOS, LAMPARELLI et al. - CLASSIFICATION OF CROPS PASTURES	Brazil, at the	True	          The area is located in the southeastern region of Brazil, at the center of Sao Paulo state (Figure 1).	Brazil	-14.235004	-51.92528	Brazil	APPROXIMATE
SANTOS, LAMPARELLI et al. - CLASSIFICATION OF CROPS PASTURES	Sao Paulo state (	True	          The area is located in the southeastern region of Brazil, at the center of Sao Paulo state (Figure 1).	Sao Paulo state	-21.2922457	-50.3428431	State of São Paulo, Brazil	APPROXIMATE
SARZYNSKI, GIAM et al. - COMBINING RADAR AND OPTICAL IMAGERY	Riau (	True	           Our study site were the provinces of Riau (0.5333 N, 101.4500 E), Jambi (1.5833 S, 103.6166 E), and South Sumatra (2.9789 S, 104.7584 E), with a total area of 237,000 km2 or 23,700,000 ha.	Riau	0.2933469	101.7068294	Riau, Indonesia	APPROXIMATE
SARZYNSKI, GIAM et al. - COMBINING RADAR AND OPTICAL IMAGERY	Jambi (	True	           Our study site were the provinces of Riau (0.5333 N, 101.4500 E), Jambi (1.5833 S, 103.6166 E), and South Sumatra (2.9789 S, 104.7584 E), with a total area of 237,000 km2 or 23,700,000 ha.	Jambi	-1.4851831	102.4380581	Jambi, Indonesia	APPROXIMATE
SARZYNSKI, GIAM et al. - COMBINING RADAR AND OPTICAL IMAGERY	South Sumatra (	True	           Our study site were the provinces of Riau (0.5333 N, 101.4500 E), Jambi (1.5833 S, 103.6166 E), and South Sumatra (2.9789 S, 104.7584 E), with a total area of 237,000 km2 or 23,700,000 ha.	South Sumatra	-3.3194374	103.914399	South Sumatra, Indonesia	APPROXIMATE
SARZYNSKI, GIAM et al. - COMBINING RADAR AND OPTICAL IMAGERY	Indonesia	True	These three provinces are also important oil palm producing provinces, with a total growing extent of ~4 million ha, representing 36% of Indonesia’s total oil palm cultivated extent in 2015 [5].	Indonesia	-0.789275	113.921327	Indonesia	APPROXIMATE
SICRE, FIEUZAL et al. - CONTRIBUTION OF MULTISPECTRAL OPTICAL	southwest France, near the city of Toulouse (	True	         The study site was located in southwest France, near the city of Toulouse (centred on coordinates 43°29′36″N, 1°14′14″E, Fig.	southwest France, near the city of Toulouse	46.823059	5.588682899999999	39230 Toulouse-le-Château, France	APPROXIMATE
SICRE, FIEUZAL et al. - CONTRIBUTION OF MULTISPECTRAL OPTICAL	Lamasquère	True	This area is governed by a temperate climate, as shown by the data collected by the reference weather station situated near the village of Lamasquère.	Lamasquère	43.48580399999999	1.249912	31600 Lamasquère, France	APPROXIMATE
SONG, WANG - MAPPING WINTER WHEAT PLANTING AREA	Hebei, Shandong,	False	The test region considered in this study is located in the central part of the North China Plain (NCP) at the juncture of the Hebei, Shandong, and Henan provinces of China (Figure 1).	Hebei, Shandong	36.6682599	117.02076	Shandong, China	APPROXIMATE
SONG, WANG - MAPPING WINTER WHEAT PLANTING AREA	Henan	False	The test region considered in this study is located in the central part of the North China Plain (NCP) at the juncture of the Hebei, Shandong, and Henan provinces of China (Figure 1).	Henan	34.7657099	113.75322	Henan, China	APPROXIMATE
SONG, WANG - MAPPING WINTER WHEAT PLANTING AREA	China (	False	The test region considered in this study is located in the central part of the North China Plain (NCP) at the juncture of the Hebei, Shandong, and Henan provinces of China (Figure 1).	China	35.86166	104.195397	China	APPROXIMATE
SONG, WANG - MAPPING WINTER WHEAT PLANTING AREA	Beijing	False	The North China Plain is the second largest plain in China, including Beijing and Tianjin as well as the Hebei, Shandong, Henan, Anhui, and Jiangsu provinces.	Beijing	39.904211	116.407395	Beijing, China	APPROXIMATE
SONG, WANG - MAPPING WINTER WHEAT PLANTING AREA	Tianjin	False	The North China Plain is the second largest plain in China, including Beijing and Tianjin as well as the Hebei, Shandong, Henan, Anhui, and Jiangsu provinces.	Tianjin	39.0850999	117.19937	Tianjin, China	APPROXIMATE
SONG, WANG - MAPPING WINTER WHEAT PLANTING AREA	Jiangsu	False	The North China Plain is the second largest plain in China, including Beijing and Tianjin as well as the Hebei, Shandong, Henan, Anhui, and Jiangsu provinces.	Jiangsu	32.0607099	118.76295	Jiangsu, China	APPROXIMATE
SONG, WANG - MAPPING WINTER WHEAT PLANTING AREA	East Asia	False	In the NCP, winter wheat is the main food crop, which occupied about 20% of the entire crop output of China, and therefore plays a vital role in guaranteeing grain security in East Asia [29,30].	East Asia	38.7945952	106.5348379	East Asia	APPROXIMATE
SONOBE - COMBINING ASNARO2 XSAR HH	Memuro,	True	The study area is the farming area located in the town of Memuro, Hokkaido, Japan (143°00′30″ average annual temperature of 6 °C, and an annual precipitation of 920 mm.	Memuro	42.9119137	143.0508638	Memuro, Kasai District, Hokkaido, Japan	APPROXIMATE
SONOBE - COMBINING ASNARO2 XSAR HH	Japan (	True	The study area is the farming area located in the town of Memuro, Hokkaido, Japan (143°00′30″ average annual temperature of 6 °C, and an annual precipitation of 920 mm.	Japan	36.204824	138.252924	Japan	APPROXIMATE
SONOBE, TANI et al. - APPLICATION OF MULTITEMPORAL TERRASARX DATA	Japan (	True	The experimental area of this study is the farming area covering an area of approximately 20.5 km² in the western Tokachi plains, Hokkaido, Japan (Fig.	Japan	36.204824	138.252924	Japan	APPROXIMATE
SREEDEVI, SREEKANTH et al. - EVALUATION OF GROUNDWATER QUALITY	Andhra Pradesh, South India	False	The Gooty Mandal lies in the part of chronically drought  prone areas of Andhra Pradesh, South India.	Andhra Pradesh, South India	15.9128998	79.7399875	Andhra Pradesh, India	APPROXIMATE
SREEDEVI, SREEKANTH et al. - EVALUATION OF GROUNDWATER QUALITY	India (	False	no exact sentence match	India	20.593684	78.96288	India	APPROXIMATE
SRIKANTH, RAMANA et al. - COMPARISON OF VARIOUS POLARIMETRIC DECOMPOSITION	Guntur	True	The study area selected forms a part of Guntur district, Andhra Pradesh, India.	Guntur	16.3905692	80.0087746	Guntur, Andhra Pradesh, India	APPROXIMATE
SRIKANTH, RAMANA et al. - COMPARISON OF VARIOUS POLARIMETRIC DECOMPOSITION	Andhra Pradesh, India	True	The study area selected forms a part of Guntur district, Andhra Pradesh, India.	Andhra Pradesh, India	15.9128998	79.7399875	Andhra Pradesh, India	APPROXIMATE
SUBBARAO, MANI et al. - ACREAGE ESTIMATION OF KHARIF RICE	Maharashtra State	True	        Bhandara is an administrative district in Maharashtra State and occupies a geographical area of 4087 square kilometres which lies in between 20 640030’ to 21 600180’ N latitude and 79 440930’ to 80 080700’ E longitude (Fig.	Maharashtra State	19.7514798	75.7138884	Maharashtra, India	APPROXIMATE
SUBBARAO, MANI et al. - ACREAGE ESTIMATION OF KHARIF RICE	Vidarbha region	True	Bhandara district is commonly known as the ‘RICE BOWL’ of Maharashtra State, and it is a rice dominated district in Vidarbha region.	Vidarbha region	21.1286004	79.0963747	Vidarbha, Maharashtra	APPROXIMATE
SUBBARAO, MANI et al. - ACREAGE ESTIMATION OF KHARIF RICE	Bhandara	True	        Bhandara is an administrative district in Maharashtra State and occupies a geographical area of 4087 square kilometres which lies in between 20 640030’ to 21 600180’ N latitude and 79 440930’ to 80 080700’ E longitude (Fig.	Bhandara	21.177658	79.6570127	Bhandara, Maharashtra, India	APPROXIMATE
SUBBARAO, MANI et al. - ACREAGE ESTIMATION OF KHARIF RICE	Wainganga	True	It contains more than 3500 small lakes, so it is popularly known as district of lakes and also has two main rivers in the district namely Wainganga and Surnadi.	Wainganga	20.22915180332994	79.80023228233402	Wainganga River, Maharashtra	APPROXIMATE
SUBBARAO, MANI et al. - ACREAGE ESTIMATION OF KHARIF RICE	Surnadi	True	It contains more than 3500 small lakes, so it is popularly known as district of lakes and also has two main rivers in the district namely Wainganga and Surnadi.	Surnadi	-8.5621394	116.2363678	Suranadi, Narmada, West Lombok Regency, West Nusa Tenggara, Indonesia	APPROXIMATE
SUN, CHEN et al. - INTEGRATION OF TIME SERIES SENTINEL1	Bayingolin Mongol Autonomous Prefecture, Xinjiang Uyghur Autonomous Region, China,	True	The study area is located in oasis agricultural areas in Bayingolin Mongol Autonomous Prefecture, Xinjiang Uyghur Autonomous Region, China, encompassing the area 40.61 –42.44 N, 85.82 –87.14 E (Figure 1).	Bayingolin Mongol Autonomous Prefecture, Xinjiang Uyghur Autonomous Region, China	41.7640399	86.1451699	Bayingolin Mongol Autonomous Prefecture, Xinjiang, China	APPROXIMATE
SUN, CHEN et al. - INTEGRATION OF TIME SERIES SENTINEL1	Bosten Lake,	True	This area is situated in the southern foothills of the Tianshan Mountains, on the north-eastern edge of the Tarim Basin, adjacent to the west bank of Bosten Lake, and to the north of the Taklimakan Desert.	Bosten Lake	42.0000977	87.0224442	Bositeng Lake, Bohu County, Bayingolin Mongol Autonomous Prefecture, China	APPROXIMATE
SUN, CHEN et al. - INTEGRATION OF TIME SERIES SENTINEL1	Taklimakan Desert	True	This area is situated in the southern foothills of the Tianshan Mountains, on the north-eastern edge of the Tarim Basin, adjacent to the west bank of Bosten Lake, and to the north of the Taklimakan Desert.	Taklimakan Desert	38.8709713	82.14024409999999	China, 新疆维吾尔自治区和田地区和田县V4CR+93Q	GEOMETRIC_CENTER
SUN, LUO et al. - SYNCHRONOUS RESPONSE ANALYSIS OF FEATURES	Ningxia Hui Autonomous Region in China (	True	Zhongning is a county that belongs to the Ningxia Hui Autonomous Region in China (Figure 6a).	Ningxia Hui Autonomous Region in China	38.4711699	106.25867	Ningxia, China	APPROXIMATE
SUN, LUO et al. - SYNCHRONOUS RESPONSE ANALYSIS OF FEATURES	Zhongning County	True	Thus, we selected Zhongning County as the study area.	Zhongning County	37.4915699	105.68518	Zhongning County, Zhongwei, Ningxia, China	APPROXIMATE
SUN, LUO et al. - SYNCHRONOUS RESPONSE ANALYSIS OF FEATURES	Yellow River,	True	In the north of this county is the Yellow River, and there are extensive mountain ranges in the southern area, which makes it unsuitable for crops.	Yellow River	36.519334	116.610556	Yellow River, Changqing District, Jinan, China, 251116	APPROXIMATE
TAMIMINIA, HOMAYOUNI et al. - CLUSTERING OF MULTITEMPORAL FULLY POLARIMETRIC	Smola,	False	In  machine  learning,  kernel  methods  are  used  for  classification,  clustering,  regression,  density  estimation  and  visualization  with  heterogeneous  types  of  data,  such  as  time  series,  images,  strings  or  objects  (Schölkopf  and  Smola,  2002).	Smola	63.46846559999999	7.6953638	Smøla Municipality, Norway	APPROXIMATE
TEIMOURI, DYRMANN et al. - A NOVEL SPATIOTEMPORAL FCNLSTM NETWORK	Denmark	True	Since the area used for evaluating the network varies geographically and in terms of soil and crop types, the results are believed to be generalizable to the rest of Denmark.	Denmark	56.26392	9.501785	Denmark	APPROXIMATE
TIAN, PEI et al. - GARLIC AND WINTER WHEAT IDENTIFICATION	China	True	The study area is located in Northern China with a geographical range of 113.5 to 118.5 E and 34 to 36.6 N, as shown in Figure 1.	China	35.86166	104.195397	China	APPROXIMATE
TIAN, PEI et al. - GARLIC AND WINTER WHEAT IDENTIFICATION	Zhongmou county, Qixian county, Jinxiang county,	True	There are six China protected geographical indication products (CPGI, http://www.cpgi.org.cn/) for garlic in the study area, i.e., Zhongmou county, Qixian county, Jinxiang county, Lanling (Cangshan) county, Pizhou city, and Daming county (Figure 1b).	Zhongmou county, Qixian county, Jinxiang county	34.7190299	113.97624	Zhongmu County, Zhengzhou, Henan, China	APPROXIMATE
TIAN, PEI et al. - GARLIC AND WINTER WHEAT IDENTIFICATION	Pizhou city,	True	There are six China protected geographical indication products (CPGI, http://www.cpgi.org.cn/) for garlic in the study area, i.e., Zhongmou county, Qixian county, Jinxiang county, Lanling (Cangshan) county, Pizhou city, and Daming county (Figure 1b).	Pizhou city	34.3351999	118.01246	Pizhou, Xuzhou, Jiangsu, China	APPROXIMATE
TIAN, PEI et al. - GARLIC AND WINTER WHEAT IDENTIFICATION	Daming county (	True	There are six China protected geographical indication products (CPGI, http://www.cpgi.org.cn/) for garlic in the study area, i.e., Zhongmou county, Qixian county, Jinxiang county, Lanling (Cangshan) county, Pizhou city, and Daming county (Figure 1b).	Daming county	36.2855799	115.14788	Daming County, Handan, Hebei, China	APPROXIMATE
TIAN, WU et al. - EFFICIENT IDENTIFICATION OF CORN CULTIVATION	Hebei Province,	True	         The study area is Hebei Province, which includes 11 prefecture-level cities (Figure 1).	Hebei Province	38.0359899	114.46979	Hebei, China	APPROXIMATE
TIAN, WU et al. - EFFICIENT IDENTIFICATION OF CORN CULTIVATION	Bohai Sea	True	Hebei is adjacent to the Bohai Sea to the east, Beijing and Tianjin in the inner area, Taihang Mountain to the west, and Yanshan to the north, and it encompasses the North China Plain to the southeast, which is Hebei Province’s major corn production area.	Bohai Sea	38.8495365	119.7889248	Bohai Sea, China	APPROXIMATE
TIAN, WU et al. - EFFICIENT IDENTIFICATION OF CORN CULTIVATION	Beijing	True	Hebei is adjacent to the Bohai Sea to the east, Beijing and Tianjin in the inner area, Taihang Mountain to the west, and Yanshan to the north, and it encompasses the North China Plain to the southeast, which is Hebei Province’s major corn production area.	Beijing	39.904211	116.407395	Beijing, China	APPROXIMATE
TIAN, WU et al. - EFFICIENT IDENTIFICATION OF CORN CULTIVATION	Tianjin in the	True	Hebei is adjacent to the Bohai Sea to the east, Beijing and Tianjin in the inner area, Taihang Mountain to the west, and Yanshan to the north, and it encompasses the North China Plain to the southeast, which is Hebei Province’s major corn production area.	Tianjin	39.0850999	117.19937	Tianjin, China	APPROXIMATE
TIAN, WU et al. - EFFICIENT IDENTIFICATION OF CORN CULTIVATION	Taihang Mountain	True	Hebei is adjacent to the Bohai Sea to the east, Beijing and Tianjin in the inner area, Taihang Mountain to the west, and Yanshan to the north, and it encompasses the North China Plain to the southeast, which is Hebei Province’s major corn production area.	Taihang Mountain	36.9941667	113.9277778	Taihang Shan, Shahe, Hebei, Xingtai, China, 054105	APPROXIMATE
TIAN, WU et al. - EFFICIENT IDENTIFICATION OF CORN CULTIVATION	Yanshan	True	Hebei is adjacent to the Bohai Sea to the east, Beijing and Tianjin in the inner area, Taihang Mountain to the west, and Yanshan to the north, and it encompasses the North China Plain to the southeast, which is Hebei Province’s major corn production area.	Yanshan	38.0582999	117.23025	Yanshan County, Hebei, Cangzhou, Hebei, China	APPROXIMATE
TIAN, WU et al. - EFFICIENT IDENTIFICATION OF CORN CULTIVATION	Chengde, Zhangjiakou	True	Occasionally, cotton is sown in the northwestern part of this region, including Chengde, Zhangjiakou and certain mountainous areas, spring (March to April) and harvested in the autumn (September to October).	Chengde, Zhangjiakou	40.7686911	114.8855792	Zhangjiakou, Hebei, China	APPROXIMATE
TOMPPO, ANTROPOV et al. - CROPLAND CLASSIFICATION USING SENTINEL1 TIME	southwest Finland,	True	         The methods were developed and the results demonstrated and discussed using one test site from southwest Finland, located in the Eura municipality (Figure 1), crop data from the test site, provided by the Finnish Food Authority [                   ] and seventeen 17 Sentinel-1 scenes.	southwest Finland	60.36279139999999	22.4439369	Southwest Finland, Finland	APPROXIMATE
TOMPPO, ANTROPOV et al. - CROPLAND CLASSIFICATION USING SENTINEL1 TIME	Finland (	True	Nearest neighbour methods became popular in forest and other environmental applications since they were launched for forest inventory applications in the early 1990s in Finland (e.g., [                       ]).	Finland	61.92410999999999	25.748151	Finland	APPROXIMATE
TORBICK, SALAS - MAPPING AGRICULTURAL WETLANDS	central Valley of California, USA	True	          The study area (center *121.5W, 38.25N) in this application covers 33,000 km2 across the entire northern and central Valley of California, USA.	central Valley of California, USA	40.19987769999999	-122.2011075	Central Valley, California 96080, USA	APPROXIMATE
TORBICK, SALAS - MAPPING AGRICULTURAL WETLANDS	central California	True	Figure 1 displays the Sacramento Valley region within central California with a color relief digital elevation model (DEM).	central California	36.9915398	-119.7889248	Central California, CA, USA	APPROXIMATE
TORBICK, SALAS - MAPPING AGRICULTURAL WETLANDS	California	True	          The study area (center *121.5W, 38.25N) in this application covers 33,000 km2 across the entire northern and central Valley of California, USA.	California	36.778261	-119.4179324	California, USA	APPROXIMATE
TORBICK, SALAS - MAPPING AGRICULTURAL WETLANDS	northern Valley region	True	Most paddies are clustered in the northern Valley region with some watersheds comprised of more than 50 % rice land use.	northern Valley region	40.9802193	-73.9712488	Northern Valley Regional High School District, NJ, USA	APPROXIMATE
URBAN, SCHELLENBERG et al. - USING SENTINEL1 AND SENTINEL2 TIME	Ladybrand in the east	True	90 km by 50 km (4500 km2) aTrheeamloonciatotreindgionf stlhanegFborseeenScrtoaatcehmPernotvwinascecabrreietdwoeuetnonthaneatpopwronx.s90ofkmLabdyybrand in the east and5B0oktms h(4a5b00eklom²i)nartehaelowcateesdtin(FthigeuFrreee S1t)a.te Province between the towns of Ladybrand in the east and Botshabelo in the west (Figure 1).	Ladybrand in the east	-29.1860352	27.4438924	Ladybrand, South Africa	APPROXIMATE
URBAN, SCHELLENBERG et al. - USING SENTINEL1 AND SENTINEL2 TIME	Botshabelo in the west (	True	90 km by 50 km (4500 km2) aTrheeamloonciatotreindgionf stlhanegFborseeenScrtoaatcehmPernotvwinascecabrreietdwoeuetnonthaneatpopwronx.s90ofkmLabdyybrand in the east and5B0oktms h(4a5b00eklom²i)nartehaelowcateesdtin(FthigeuFrreee S1t)a.te Province between the towns of Ladybrand in the east and Botshabelo in the west (Figure 1).	Botshabelo in the west	-29.2672728	26.7260713	Botshabelo, 9781, South Africa	APPROXIMATE
USEYA, CHEN - EXPLORING THE POTENTIAL OF MAPPING	Harare, Zimbabwe	True	          Two study sites were chosen for this research, the first location is CIMMYT research station and a few neighboring fields situated in Harare, Zimbabwe bounded by 17°43′14″E and 17°44′16″E, 30°59′40″S and 31°15′00″S with an average altitude of 1489 m (Fig.	Harare, Zimbabwe	-17.8216288	31.0492259	Harare, Zimbabwe	APPROXIMATE
USEYA, CHEN - EXPLORING THE POTENTIAL OF MAPPING	Chipinge	True	          The second study site is Middle Sabi Estates in Chipinge district, Zimbabwe, bounded by latitudes of 20º08′12″E and 20º23′38″E and longitudes 32º18′07″S and 32º23′58″S (Fig.	Chipinge	-20.1938273	32.6205674	Chipinge, Zimbabwe	APPROXIMATE
USEYA, CHEN - EXPLORING THE POTENTIAL OF MAPPING	Zimbabwe,	True	          The second study site is Middle Sabi Estates in Chipinge district, Zimbabwe, bounded by latitudes of 20º08′12″E and 20º23′38″E and longitudes 32º18′07″S and 32º23′58″S (Fig.	Zimbabwe	-19.015438	29.154857	Zimbabwe	APPROXIMATE
